time;FM1 ;FM2 ;FM3 ;FF1 ;FF2 ;FF3
161.96;-0.33;-0.08;-0.28;0.37;-0.04;0.08
162.00;-0.33;-0.08;-0.28;0.36;-0.04;0.08
162.04;-0.33;-0.08;-0.28;0.36;-0.04;0.08
162.08;-0.33;-0.08;-0.29;0.36;-0.04;0.08
162.12;-0.33;-0.08;-0.29;0.36;-0.04;0.08
162.16;-0.33;-0.08;-0.29;0.36;-0.03;0.08
162.20;-0.33;-0.08;-0.29;0.36;-0.01;0.08
162.24;-0.33;-0.08;-0.29;0.36;0.01;0.08
162.28;-0.33;-0.08;-0.29;0.36;0.01;0.08
162.32;-0.33;-0.08;-0.29;0.36;0.01;0.08
162.36;-0.33;-0.08;-0.29;0.36;0.01;0.08
162.40;-0.33;-0.09;-0.30;0.36;0.01;0.08
162.44;-0.33;-0.09;-0.30;0.36;0.01;0.08
162.48;-0.33;-0.10;-0.30;0.36;0.01;0.08
162.52;-0.33;-0.10;-0.30;0.36;0.01;0.08
162.56;-0.33;-0.10;-0.30;0.36;0.01;0.08
162.60;-0.33;-0.10;-0.31;0.36;0.01;0.08
162.64;-0.33;-0.10;-0.31;0.36;0.02;0.08
162.68;-0.33;-0.11;-0.31;0.36;0.02;0.08
162.72;-0.33;-0.11;-0.31;0.35;0.02;0.08
162.76;-0.33;-0.11;-0.31;0.35;0.02;0.08
162.80;-0.33;-0.11;-0.31;0.35;0.02;0.08
162.84;-0.33;-0.11;-0.31;0.35;0.02;0.08
162.88;-0.33;-0.11;-0.31;0.35;0.02;0.08
162.92;-0.33;-0.11;-0.31;0.35;0.02;0.08
162.96;-0.33;-0.11;-0.31;0.35;0.02;0.08
163.00;-0.33;-0.11;-0.31;0.35;0.02;0.08
163.04;-0.33;-0.11;-0.31;0.35;0.03;0.08
163.08;-0.33;-0.11;-0.31;0.35;0.04;0.08
163.12;-0.33;-0.11;-0.31;0.35;0.04;0.08
163.16;-0.33;-0.11;-0.31;0.34;0.04;0.08
163.20;-0.33;-0.11;-0.30;0.34;0.04;0.08
163.24;-0.33;-0.11;-0.30;0.34;0.04;0.08
163.28;-0.33;-0.11;-0.30;0.34;0.04;0.08
163.32;-0.33;-0.11;-0.30;0.34;0.04;0.08
163.36;-0.33;-0.11;-0.30;0.34;0.05;0.08
163.40;-0.33;-0.11;-0.29;0.34;0.05;0.08
163.44;-0.33;-0.11;-0.29;0.34;0.05;0.08
163.48;-0.33;-0.11;-0.29;0.34;0.05;0.08
163.52;-0.33;-0.11;-0.29;0.34;0.05;0.08
163.56;-0.33;-0.11;-0.29;0.34;0.05;0.08
163.60;-0.33;-0.11;-0.29;0.34;0.05;0.08
163.64;-0.33;-0.11;-0.28;0.34;0.05;0.08
163.68;-0.33;-0.11;-0.28;0.34;0.05;0.08
163.72;-0.33;-0.11;-0.28;0.34;0.05;0.08
163.76;-0.33;-0.11;-0.28;0.34;0.05;0.08
163.80;-0.33;-0.11;-0.28;0.34;0.05;0.08
163.84;-0.33;-0.11;-0.28;0.34;0.05;0.08
163.88;-0.33;-0.11;-0.28;0.34;0.05;0.08
163.92;-0.33;-0.11;-0.28;0.34;0.05;0.08
163.96;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.00;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.04;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.08;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.12;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.16;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.20;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.24;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.28;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.32;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.36;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.40;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.44;-0.33;-0.11;-0.28;0.34;0.05;0.08
164.48;-0.33;-0.11;-0.28;0.34;0.04;0.08
164.52;-0.33;-0.11;-0.28;0.34;0.04;0.08
164.56;-0.33;-0.11;-0.28;0.34;0.02;0.08
164.60;-0.33;-0.11;-0.28;0.34;0.00;0.08
164.64;-0.33;-0.11;-0.28;0.34;-0.01;0.08
164.68;-0.33;-0.11;-0.28;0.34;-0.01;0.08
164.72;-0.33;-0.11;-0.28;0.34;-0.01;0.08
164.76;-0.33;-0.11;-0.28;0.34;-0.01;0.08
164.80;-0.33;-0.11;-0.28;0.34;-0.01;0.08
164.84;-0.33;-0.11;-0.28;0.34;-0.01;0.08
164.88;-0.33;-0.11;-0.28;0.34;-0.02;0.08
164.92;-0.33;-0.11;-0.28;0.34;-0.02;0.08
164.96;-0.33;-0.11;-0.28;0.34;-0.02;0.08
165.00;-0.33;-0.11;-0.28;0.34;-0.02;0.08
165.04;-0.33;-0.11;-0.28;0.34;-0.02;0.08
165.08;-0.33;-0.11;-0.28;0.34;-0.02;0.08
165.12;-0.33;-0.11;-0.28;0.34;-0.02;0.08
165.16;-0.33;-0.11;-0.28;0.34;-0.02;0.08
165.20;-0.33;-0.11;-0.28;0.34;-0.02;0.08
165.24;-0.33;-0.11;-0.28;0.34;-0.02;0.08
165.28;-0.33;-0.11;-0.28;0.34;-0.03;0.08
165.32;-0.33;-0.11;-0.28;0.34;-0.04;0.08
165.36;-0.33;-0.11;-0.28;0.34;-0.06;0.08
165.40;-0.33;-0.12;-0.28;0.34;-0.07;0.08
165.44;-0.33;-0.13;-0.28;0.34;-0.08;0.09
165.48;-0.33;-0.13;-0.28;0.34;-0.08;0.09
165.52;-0.33;-0.14;-0.28;0.34;-0.08;0.09
165.56;-0.33;-0.14;-0.28;0.34;-0.08;0.09
165.60;-0.33;-0.14;-0.28;0.34;-0.08;0.09
165.64;-0.33;-0.14;-0.28;0.34;-0.08;0.09
165.68;-0.33;-0.14;-0.28;0.34;-0.08;0.09
165.72;-0.33;-0.14;-0.28;0.34;-0.08;0.09
165.76;-0.33;-0.14;-0.28;0.34;-0.09;0.09
165.80;-0.33;-0.15;-0.28;0.34;-0.09;0.09
165.84;-0.33;-0.15;-0.28;0.34;-0.09;0.09
165.88;-0.33;-0.15;-0.28;0.34;-0.10;0.09
165.92;-0.33;-0.15;-0.28;0.34;-0.11;0.09
165.96;-0.33;-0.15;-0.28;0.34;-0.12;0.09
166.00;-0.33;-0.15;-0.28;0.34;-0.13;0.09
166.04;-0.33;-0.15;-0.28;0.34;-0.13;0.09
166.08;-0.33;-0.15;-0.28;0.34;-0.14;0.09
166.12;-0.33;-0.15;-0.28;0.34;-0.14;0.09
166.16;-0.33;-0.15;-0.28;0.34;-0.14;0.09
166.20;-0.33;-0.15;-0.28;0.34;-0.14;0.09
166.24;-0.33;-0.15;-0.28;0.34;-0.14;0.09
166.28;-0.33;-0.15;-0.28;0.34;-0.14;0.09
166.32;-0.33;-0.15;-0.28;0.34;-0.14;0.09
166.36;-0.33;-0.15;-0.28;0.34;-0.14;0.09
166.40;-0.33;-0.15;-0.27;0.34;-0.14;0.09
166.44;-0.33;-0.15;-0.27;0.34;-0.14;0.09
166.48;-0.33;-0.15;-0.27;0.34;-0.14;0.09
166.52;-0.33;-0.15;-0.26;0.34;-0.13;0.09
166.56;-0.33;-0.15;-0.26;0.34;-0.13;0.09
166.60;-0.33;-0.15;-0.25;0.34;-0.13;0.09
166.64;-0.33;-0.15;-0.24;0.34;-0.13;0.09
166.68;-0.33;-0.15;-0.24;0.34;-0.12;0.09
166.72;-0.33;-0.15;-0.23;0.34;-0.10;0.09
166.76;-0.33;-0.15;-0.23;0.34;-0.10;0.09
166.80;-0.33;-0.15;-0.23;0.34;-0.10;0.09
166.84;-0.33;-0.15;-0.22;0.34;-0.10;0.09
166.88;-0.33;-0.15;-0.22;0.34;-0.10;0.09
166.92;-0.33;-0.15;-0.22;0.34;-0.10;0.09
166.96;-0.33;-0.15;-0.21;0.34;-0.10;0.09
167.00;-0.33;-0.14;-0.21;0.34;-0.10;0.09
167.04;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.08;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.12;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.16;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.20;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.24;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.28;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.32;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.36;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.40;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.44;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.48;-0.33;-0.13;-0.21;0.34;-0.10;0.09
167.52;-0.33;-0.13;-0.21;0.34;-0.08;0.09
167.56;-0.33;-0.13;-0.21;0.34;-0.07;0.09
167.60;-0.33;-0.13;-0.21;0.34;-0.07;0.09
167.64;-0.33;-0.13;-0.21;0.34;-0.05;0.09
167.68;-0.33;-0.13;-0.20;0.34;-0.03;0.09
167.72;-0.33;-0.13;-0.20;0.34;-0.01;0.09
167.76;-0.33;-0.13;-0.20;0.34;-0.00;0.09
167.80;-0.33;-0.13;-0.20;0.34;-0.00;0.09
167.84;-0.33;-0.13;-0.20;0.34;-0.00;0.09
167.88;-0.33;-0.13;-0.20;0.34;-0.00;0.09
167.92;-0.33;-0.13;-0.20;0.34;-0.00;0.08
167.96;-0.33;-0.13;-0.20;0.34;-0.00;0.08
168.00;-0.33;-0.13;-0.20;0.34;0.00;0.08
168.04;-0.33;-0.13;-0.20;0.34;0.01;0.08
168.08;-0.33;-0.13;-0.20;0.34;0.02;0.08
168.12;-0.33;-0.13;-0.20;0.34;0.02;0.08
168.16;-0.33;-0.13;-0.20;0.34;0.03;0.08
168.20;-0.33;-0.13;-0.20;0.34;0.04;0.08
168.24;-0.33;-0.13;-0.20;0.34;0.05;0.08
168.28;-0.33;-0.13;-0.20;0.34;0.06;0.08
168.32;-0.33;-0.13;-0.20;0.34;0.06;0.08
168.36;-0.33;-0.13;-0.20;0.34;0.06;0.08
168.40;-0.33;-0.13;-0.20;0.34;0.06;0.08
168.44;-0.33;-0.12;-0.21;0.34;0.06;0.08
168.48;-0.33;-0.11;-0.22;0.34;0.06;0.08
168.52;-0.33;-0.11;-0.22;0.34;0.06;0.08
168.56;-0.33;-0.11;-0.23;0.34;0.07;0.08
168.60;-0.33;-0.11;-0.23;0.34;0.07;0.08
168.64;-0.33;-0.10;-0.24;0.34;0.08;0.08
168.68;-0.33;-0.10;-0.24;0.34;0.09;0.08
168.72;-0.33;-0.09;-0.24;0.34;0.10;0.08
168.76;-0.33;-0.08;-0.25;0.34;0.11;0.08
168.80;-0.33;-0.07;-0.26;0.34;0.11;0.08
168.84;-0.33;-0.06;-0.26;0.34;0.11;0.08
168.88;-0.33;-0.06;-0.27;0.34;0.11;0.08
168.92;-0.33;-0.06;-0.28;0.34;0.12;0.08
168.96;-0.33;-0.06;-0.28;0.34;0.12;0.08
169.00;-0.33;-0.06;-0.29;0.34;0.12;0.08
169.04;-0.33;-0.05;-0.29;0.34;0.12;0.08
169.08;-0.33;-0.05;-0.30;0.34;0.12;0.08
169.12;-0.33;-0.05;-0.30;0.34;0.12;0.08
169.16;-0.33;-0.05;-0.30;0.34;0.12;0.08
169.20;-0.33;-0.05;-0.31;0.34;0.12;0.08
169.24;-0.33;-0.05;-0.31;0.34;0.12;0.08
169.28;-0.33;-0.05;-0.31;0.34;0.12;0.08
169.32;-0.33;-0.05;-0.31;0.34;0.12;0.08
169.36;-0.33;-0.05;-0.31;0.34;0.12;0.08
169.40;-0.33;-0.05;-0.31;0.34;0.12;0.08
169.44;-0.33;-0.05;-0.31;0.34;0.12;0.08
169.48;-0.33;-0.05;-0.31;0.34;0.12;0.08
169.52;-0.33;-0.05;-0.31;0.34;0.12;0.08
169.56;-0.33;-0.05;-0.31;0.34;0.12;0.07
169.60;-0.33;-0.05;-0.31;0.34;0.12;0.07
169.64;-0.34;-0.05;-0.31;0.34;0.11;0.07
169.68;-0.34;-0.05;-0.31;0.34;0.10;0.07
169.72;-0.34;-0.05;-0.31;0.34;0.09;0.07
169.76;-0.34;-0.06;-0.31;0.34;0.08;0.07
169.80;-0.36;-0.06;-0.31;0.34;0.07;0.07
169.84;-0.36;-0.06;-0.31;0.34;0.07;0.07
169.88;-0.36;-0.06;-0.31;0.34;0.07;0.07
169.92;-0.36;-0.06;-0.31;0.34;0.07;0.06
169.96;-0.36;-0.06;-0.31;0.34;0.07;0.06
170.00;-0.37;-0.06;-0.31;0.34;0.07;0.06
170.04;-0.37;-0.06;-0.31;0.34;0.07;0.06
170.08;-0.37;-0.06;-0.31;0.34;0.07;0.06
170.12;-0.37;-0.06;-0.31;0.34;0.06;0.06
170.16;-0.37;-0.06;-0.31;0.34;0.06;0.06
170.20;-0.37;-0.06;-0.31;0.34;0.06;0.06
170.24;-0.37;-0.06;-0.31;0.34;0.04;0.06
170.28;-0.37;-0.06;-0.31;0.34;0.04;0.06
170.32;-0.37;-0.06;-0.31;0.34;0.03;0.06
170.36;-0.37;-0.06;-0.31;0.34;0.03;0.06
170.40;-0.38;-0.06;-0.31;0.34;0.03;0.06
170.44;-0.38;-0.06;-0.31;0.34;0.03;0.06
170.48;-0.38;-0.06;-0.31;0.34;0.03;0.06
170.52;-0.38;-0.06;-0.31;0.34;0.03;0.06
170.56;-0.38;-0.06;-0.31;0.34;0.03;0.06
170.60;-0.38;-0.06;-0.31;0.34;0.03;0.06
170.64;-0.38;-0.06;-0.31;0.34;0.03;0.06
170.68;-0.38;-0.06;-0.31;0.34;0.03;0.07
170.72;-0.38;-0.06;-0.31;0.34;0.02;0.07
170.76;-0.38;-0.06;-0.31;0.34;0.02;0.07
170.80;-0.38;-0.06;-0.31;0.34;0.02;0.07
170.84;-0.38;-0.06;-0.31;0.34;-0.01;0.07
170.88;-0.39;-0.06;-0.31;0.34;-0.03;0.07
170.92;-0.39;-0.06;-0.31;0.34;-0.05;0.07
170.96;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.00;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.04;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.08;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.12;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.16;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.20;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.24;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.28;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.32;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.36;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.40;-0.39;-0.06;-0.31;0.34;-0.06;0.07
171.44;-0.39;-0.06;-0.30;0.34;-0.06;0.07
171.48;-0.39;-0.06;-0.29;0.34;-0.06;0.07
171.52;-0.39;-0.06;-0.28;0.34;-0.07;0.07
171.56;-0.39;-0.06;-0.27;0.34;-0.08;0.07
171.60;-0.40;-0.06;-0.26;0.34;-0.10;0.07
171.64;-0.40;-0.06;-0.25;0.34;-0.11;0.07
171.68;-0.40;-0.06;-0.24;0.34;-0.11;0.07
171.72;-0.40;-0.06;-0.23;0.34;-0.11;0.07
171.76;-0.40;-0.06;-0.23;0.34;-0.11;0.07
171.80;-0.40;-0.06;-0.22;0.34;-0.11;0.07
171.84;-0.40;-0.06;-0.22;0.34;-0.11;0.07
171.88;-0.40;-0.06;-0.22;0.34;-0.11;0.07
171.92;-0.40;-0.06;-0.22;0.34;-0.11;0.07
171.96;-0.40;-0.06;-0.21;0.34;-0.11;0.06
172.00;-0.40;-0.06;-0.21;0.34;-0.11;0.06
172.04;-0.40;-0.06;-0.21;0.34;-0.11;0.06
172.08;-0.40;-0.06;-0.21;0.34;-0.11;0.06
172.12;-0.40;-0.06;-0.21;0.34;-0.11;0.06
172.16;-0.40;-0.06;-0.21;0.34;-0.11;0.06
172.20;-0.40;-0.06;-0.21;0.34;-0.11;0.06
172.24;-0.40;-0.06;-0.21;0.34;-0.11;0.06
172.28;-0.40;-0.06;-0.21;0.34;-0.13;0.06
172.32;-0.40;-0.06;-0.21;0.34;-0.15;0.06
172.36;-0.40;-0.06;-0.22;0.34;-0.17;0.06
172.40;-0.40;-0.06;-0.23;0.34;-0.18;0.06
172.44;-0.40;-0.06;-0.24;0.34;-0.20;0.06
172.48;-0.40;-0.06;-0.25;0.34;-0.20;0.06
172.52;-0.40;-0.06;-0.26;0.34;-0.20;0.06
172.56;-0.40;-0.06;-0.26;0.34;-0.20;0.06
172.60;-0.40;-0.06;-0.27;0.34;-0.20;0.06
172.64;-0.40;-0.06;-0.28;0.34;-0.20;0.06
172.68;-0.40;-0.06;-0.28;0.34;-0.19;0.06
172.72;-0.40;-0.06;-0.28;0.34;-0.19;0.06
172.76;-0.40;-0.06;-0.29;0.34;-0.19;0.06
172.80;-0.40;-0.06;-0.29;0.34;-0.19;0.06
172.84;-0.40;-0.06;-0.30;0.34;-0.19;0.06
172.88;-0.40;-0.06;-0.31;0.34;-0.19;0.06
172.92;-0.40;-0.06;-0.31;0.34;-0.19;0.06
172.96;-0.40;-0.06;-0.31;0.34;-0.19;0.06
173.00;-0.40;-0.06;-0.31;0.34;-0.19;0.06
173.04;-0.40;-0.06;-0.31;0.34;-0.19;0.06
173.08;-0.40;-0.06;-0.31;0.34;-0.20;0.06
173.12;-0.40;-0.06;-0.31;0.34;-0.20;0.06
173.16;-0.41;-0.06;-0.31;0.34;-0.20;0.06
173.20;-0.41;-0.06;-0.31;0.34;-0.20;0.06
173.24;-0.41;-0.06;-0.31;0.34;-0.20;0.06
173.28;-0.41;-0.06;-0.31;0.34;-0.20;0.06
173.32;-0.41;-0.06;-0.31;0.34;-0.20;0.06
173.36;-0.41;-0.06;-0.31;0.34;-0.20;0.06
173.40;-0.41;-0.06;-0.31;0.34;-0.20;0.06
173.44;-0.41;-0.06;-0.31;0.34;-0.19;0.06
173.48;-0.41;-0.06;-0.31;0.34;-0.18;0.06
173.52;-0.41;-0.06;-0.31;0.34;-0.17;0.06
173.56;-0.41;-0.06;-0.31;0.34;-0.16;0.06
173.60;-0.41;-0.06;-0.31;0.34;-0.16;0.06
173.64;-0.41;-0.06;-0.31;0.34;-0.16;0.06
173.68;-0.41;-0.06;-0.31;0.34;-0.16;0.06
173.72;-0.41;-0.06;-0.31;0.34;-0.16;0.06
173.76;-0.41;-0.06;-0.31;0.34;-0.16;0.06
173.80;-0.41;-0.06;-0.31;0.34;-0.15;0.06
173.84;-0.41;-0.06;-0.31;0.34;-0.15;0.06
173.88;-0.41;-0.06;-0.31;0.34;-0.15;0.06
173.92;-0.41;-0.06;-0.31;0.34;-0.15;0.06
173.96;-0.41;-0.06;-0.31;0.34;-0.14;0.06
174.00;-0.41;-0.06;-0.31;0.34;-0.12;0.06
174.04;-0.41;-0.06;-0.31;0.34;-0.09;0.06
174.08;-0.41;-0.06;-0.31;0.34;-0.08;0.06
174.12;-0.41;-0.06;-0.31;0.34;-0.08;0.06
174.16;-0.41;-0.06;-0.31;0.34;-0.06;0.06
174.20;-0.41;-0.06;-0.31;0.34;-0.04;0.06
174.24;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.28;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.32;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.36;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.40;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.44;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.48;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.52;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.56;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.60;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.64;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.68;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.72;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.76;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.80;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.84;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.88;-0.41;-0.06;-0.31;0.34;-0.04;0.05
174.92;-0.41;-0.06;-0.31;0.34;-0.03;0.05
174.96;-0.41;-0.06;-0.31;0.34;-0.03;0.05
175.00;-0.41;-0.06;-0.31;0.34;-0.03;0.05
175.04;-0.41;-0.06;-0.31;0.34;-0.02;0.05
175.08;-0.41;-0.06;-0.31;0.34;-0.02;0.05
175.12;-0.41;-0.06;-0.31;0.34;-0.02;0.05
175.16;-0.41;-0.06;-0.30;0.34;-0.02;0.05
175.20;-0.41;-0.06;-0.30;0.34;-0.02;0.05
175.24;-0.41;-0.06;-0.29;0.34;-0.02;0.05
175.28;-0.41;-0.06;-0.29;0.34;-0.02;0.05
175.32;-0.41;-0.06;-0.28;0.34;-0.02;0.05
175.36;-0.41;-0.06;-0.28;0.34;-0.02;0.05
175.40;-0.41;-0.06;-0.27;0.34;0.01;0.05
175.44;-0.41;-0.06;-0.26;0.34;0.03;0.05
175.48;-0.41;-0.06;-0.25;0.34;0.05;0.05
175.52;-0.41;-0.07;-0.24;0.34;0.06;0.05
175.56;-0.41;-0.07;-0.24;0.34;0.06;0.05
175.60;-0.41;-0.07;-0.23;0.34;0.06;0.05
175.64;-0.41;-0.07;-0.23;0.34;0.06;0.05
175.68;-0.41;-0.07;-0.23;0.34;0.06;0.05
175.72;-0.41;-0.07;-0.22;0.34;0.06;0.05
175.76;-0.42;-0.07;-0.21;0.34;0.06;0.05
175.80;-0.42;-0.07;-0.21;0.34;0.06;0.05
175.84;-0.42;-0.07;-0.21;0.34;0.06;0.05
175.88;-0.42;-0.07;-0.21;0.34;0.06;0.05
175.92;-0.42;-0.07;-0.20;0.34;0.06;0.05
175.96;-0.42;-0.07;-0.20;0.34;0.07;0.05
176.00;-0.42;-0.07;-0.20;0.34;0.07;0.05
176.04;-0.42;-0.07;-0.20;0.34;0.07;0.05
176.08;-0.42;-0.07;-0.20;0.34;0.07;0.05
176.12;-0.42;-0.07;-0.20;0.34;0.07;0.05
176.16;-0.42;-0.07;-0.20;0.34;0.07;0.05
176.20;-0.42;-0.07;-0.20;0.34;0.07;0.05
176.24;-0.42;-0.07;-0.20;0.34;0.08;0.05
176.28;-0.42;-0.07;-0.20;0.34;0.08;0.05
176.32;-0.42;-0.07;-0.20;0.34;0.09;0.05
176.36;-0.42;-0.07;-0.20;0.34;0.09;0.05
176.40;-0.42;-0.07;-0.20;0.34;0.09;0.05
176.44;-0.42;-0.07;-0.20;0.34;0.09;0.05
176.48;-0.42;-0.07;-0.21;0.34;0.09;0.05
176.52;-0.42;-0.07;-0.21;0.34;0.09;0.05
176.56;-0.42;-0.07;-0.22;0.34;0.09;0.05
176.60;-0.42;-0.07;-0.22;0.34;0.08;0.05
176.64;-0.43;-0.07;-0.22;0.34;0.07;0.05
176.68;-0.43;-0.07;-0.22;0.34;0.06;0.05
176.72;-0.43;-0.07;-0.22;0.34;0.06;0.05
176.76;-0.43;-0.07;-0.22;0.34;0.06;0.05
176.80;-0.43;-0.07;-0.23;0.34;0.06;0.05
176.84;-0.43;-0.07;-0.23;0.34;0.06;0.05
176.88;-0.43;-0.07;-0.23;0.34;0.06;0.05
176.92;-0.43;-0.07;-0.23;0.34;0.06;0.05
176.96;-0.43;-0.07;-0.23;0.34;0.03;0.05
177.00;-0.43;-0.07;-0.23;0.34;0.01;0.05
177.04;-0.43;-0.09;-0.23;0.34;-0.02;0.05
177.08;-0.43;-0.10;-0.23;0.34;-0.04;0.05
177.12;-0.43;-0.10;-0.23;0.34;-0.05;0.05
177.16;-0.43;-0.10;-0.23;0.34;-0.06;0.05
177.20;-0.44;-0.10;-0.23;0.34;-0.06;0.05
177.24;-0.44;-0.11;-0.23;0.34;-0.06;0.05
177.28;-0.44;-0.12;-0.23;0.34;-0.06;0.05
177.32;-0.44;-0.12;-0.23;0.34;-0.06;0.05
177.36;-0.44;-0.12;-0.23;0.34;-0.06;0.05
177.40;-0.44;-0.12;-0.23;0.34;-0.06;0.05
177.44;-0.44;-0.12;-0.23;0.34;-0.07;0.05
177.48;-0.45;-0.12;-0.22;0.34;-0.08;0.05
177.52;-0.45;-0.12;-0.22;0.34;-0.10;0.05
177.56;-0.45;-0.12;-0.21;0.34;-0.11;0.05
177.60;-0.45;-0.12;-0.21;0.34;-0.11;0.05
177.64;-0.45;-0.12;-0.20;0.34;-0.11;0.05
177.68;-0.45;-0.12;-0.20;0.34;-0.11;0.05
177.72;-0.45;-0.12;-0.20;0.34;-0.11;0.05
177.76;-0.45;-0.12;-0.20;0.34;-0.11;0.05
177.80;-0.45;-0.12;-0.20;0.34;-0.11;0.05
177.84;-0.45;-0.12;-0.20;0.34;-0.11;0.05
177.88;-0.45;-0.12;-0.20;0.34;-0.11;0.05
177.92;-0.45;-0.12;-0.20;0.34;-0.11;0.06
177.96;-0.45;-0.12;-0.20;0.34;-0.11;0.06
178.00;-0.45;-0.12;-0.20;0.34;-0.11;0.06
178.04;-0.44;-0.12;-0.20;0.34;-0.11;0.06
178.08;-0.44;-0.12;-0.20;0.34;-0.11;0.06
178.12;-0.44;-0.12;-0.20;0.34;-0.11;0.07
178.16;-0.44;-0.12;-0.20;0.34;-0.11;0.07
178.20;-0.43;-0.12;-0.20;0.34;-0.11;0.07
178.24;-0.42;-0.12;-0.20;0.34;-0.11;0.07
178.28;-0.41;-0.12;-0.20;0.34;-0.13;0.07
178.32;-0.40;-0.12;-0.20;0.34;-0.15;0.07
178.36;-0.39;-0.12;-0.20;0.34;-0.16;0.08
178.40;-0.38;-0.12;-0.20;0.34;-0.17;0.08
178.44;-0.36;-0.12;-0.20;0.34;-0.17;0.08
178.48;-0.35;-0.12;-0.20;0.34;-0.17;0.08
178.52;-0.34;-0.13;-0.20;0.34;-0.17;0.08
178.56;-0.34;-0.13;-0.20;0.34;-0.17;0.09
178.60;-0.34;-0.13;-0.20;0.34;-0.17;0.09
178.64;-0.34;-0.13;-0.20;0.34;-0.17;0.09
178.68;-0.34;-0.13;-0.20;0.34;-0.17;0.09
178.72;-0.34;-0.13;-0.20;0.34;-0.17;0.10
178.76;-0.34;-0.13;-0.20;0.34;-0.17;0.10
178.80;-0.34;-0.13;-0.20;0.34;-0.17;0.10
178.84;-0.34;-0.13;-0.20;0.34;-0.16;0.10
178.88;-0.34;-0.13;-0.20;0.34;-0.15;0.11
178.92;-0.34;-0.13;-0.20;0.34;-0.14;0.11
178.96;-0.34;-0.13;-0.20;0.34;-0.13;0.11
179.00;-0.34;-0.13;-0.20;0.34;-0.13;0.11
179.04;-0.34;-0.13;-0.20;0.34;-0.12;0.11
179.08;-0.34;-0.13;-0.20;0.34;-0.12;0.11
179.12;-0.34;-0.13;-0.20;0.34;-0.11;0.11
179.16;-0.34;-0.13;-0.20;0.34;-0.11;0.11
179.20;-0.34;-0.13;-0.20;0.34;-0.11;0.11
179.24;-0.34;-0.13;-0.19;0.34;-0.11;0.11
179.28;-0.34;-0.13;-0.19;0.34;-0.11;0.11
179.32;-0.34;-0.13;-0.19;0.34;-0.11;0.11
179.36;-0.34;-0.13;-0.19;0.34;-0.11;0.11
179.40;-0.34;-0.13;-0.19;0.34;-0.11;0.11
179.44;-0.34;-0.13;-0.19;0.34;-0.11;0.11
179.48;-0.34;-0.13;-0.19;0.34;-0.11;0.11
179.52;-0.34;-0.13;-0.19;0.34;-0.09;0.11
179.56;-0.34;-0.13;-0.19;0.34;-0.07;0.11
